-33.5, 10.29, 0.02, 440.2, 150.6, 1.24, 100.0, -21.0, -18.8, -11.4
-24.8, 10.29, 0.86, 280.2, 208.7, 3.93, 100.0, -20.6, -18.7, -11.4
-24.3, 10.29, 0.29, 238.6, 220.1, 1.54, 100.0, -19.2, -18.6, -11.4
-13.3, 15.93, 0.49, 229.1, 241.3, 4.77, 89.2, -18.7, -18.4, -11.4
-17.4, 15.93, 0.25, 233.4, 226.1, 1.37, 98.7, -18.3, -18.2, -11.4
-27.3, 15.93, 0.02, 365.0, 170.0, 0.88, 100.0, -20.1, -18.1, -11.4
-32.6, 15.93, 0.0, 477.2, 138.4, 0.34, 100.0, -22.1, -18.1, -11.4
-29.0, 15.93, 0.0, 547.5, 137.1, 1.62, 100.0, -22.7, -18.1, -11.4
-32.2, 15.93, 0.0, 548.6, 130.7, 1.03, 100.0, -23.1, -18.2, -11.4
-27.5, 15.93, 0.0, 510.7, 149.5, 1.93, 92.4, -22.6, -18.3, -11.4
-24.7, 15.93, 0.0, 555.3, 151.5, 2.11, 99.7, -21.9, -18.3, -11.4
-18.9, 15.93, 0.02, 420.2, 193.2, 3.42, 96.1, -20.3, -18.3, -11.4
-17.1, 15.93, 0.01, 405.4, 202.6, 3.74, 85.8, -19.4, -18.2, -11.4
-14.5, 15.93, 0.08, 272.4, 236.9, 1.22, 87.9, -18.4, -18.0, -11.4
-21.2, 15.93, 0.0, 522.4, 172.8, 0.84, 100.0, -18.8, -17.9, -11.4
-19.4, 15.93, 0.0, 657.0, 157.3, 1.49, 99.8, -19.2, -17.8, -11.4
-22.5, 15.93, 0.0, 672.8, 148.2, 1.57, 100.0, -19.5, -17.7, -11.4
-17.7, 15.93, 0.0, 494.7, 191.6, 2.61, 92.1, -19.2, -17.6, -11.4
-21.7, 15.93, 0.0, 410.9, 193.1, 1.27, 100.0, -19.2, -17.5, -11.4
-17.5, 15.93, 0.0, 298.4, 225.7, 1.42, 90.9, -18.9, -17.4, -11.4
-19.7, 15.93, 0.0, 573.2, 176.8, 1.1, 98.6, -18.8, -17.4, -11.4
-22.6, 15.93, 0.0, 618.4, 162.9, 1.08, 100.0, -19.5, -17.3, -11.4
-22.0, 15.93, 0.0, 652.9, 161.0, 0.84, 100.0, -19.8, -17.2, -11.4
-16.4, 15.93, 0.0, 592.9, 187.8, 1.23, 96.5, -19.1, -17.2, -11.4
